Frame,Chamfer_Distance,Overlap_Ratio,Delta_Depth,Convergence_Score
1,2.788322925567627,0.8404150725819814,0.662800669670105,0.3014051075184515
2,2.9506049156188965,0.8329605870923532,0.6239855289459229,0.28230153768862004
3,2.9434616565704346,0.6203309486276204,0.6736814975738525,0.21074870688198125
4,2.831542730331421,0.786445825398896,0.7248143553733826,0.2777445451308095
5,2.858327627182007,0.9301933840531891,0.6667935252189636,0.32543262352945607
6,2.819727897644043,0.6833382331761345,0.6181475520133972,0.24234182007606525
7,2.804050922393799,0.8548849416680353,0.6486196517944336,0.3048748615675512
8,2.835960865020752,0.681646315086486,0.6944383978843689,0.24035806810170138
9,2.8312065601348877,0.902386027990387,0.7570278644561768,0.31872831956813313
10,2.795994997024536,0.7156732989812371,0.7070240378379822,0.2559636350491373
11,2.8599693775177,0.6720798082322331,0.7050696611404419,0.23499537390857944
12,2.79934024810791,0.8542802247609302,0.6719512939453125,0.3051718776116855
13,2.8305227756500244,0.9260803702811832,0.7465153932571411,0.3271763262502575
14,2.8602492809295654,0.7070462872152341,0.7358886003494263,0.2471973491024177
15,2.8484017848968506,0.604443598702747,0.7908655405044556,0.21220439816577266
16,2.9070980548858643,0.8651754720539582,0.7489438056945801,0.29760784057216305
17,2.889639377593994,0.6092823472307628,0.7093636989593506,0.21085057917763125
18,2.770951271057129,0.7291990313245962,0.8018192648887634,0.2631582791739693
19,2.7873082160949707,0.6829158980716521,0.8689961433410645,0.2450090194974562
20,2.891521692276001,0.8359941257852488,0.7054166793823242,0.28911899187870926
21,2.803696632385254,0.7320868168503891,0.719624936580658,0.26111475374310034
22,2.7882518768310547,0.7783255556502259,0.7251867055892944,0.2791445360346295
23,2.854112148284912,0.9361057721181785,0.7693160176277161,0.32798481471580804
24,2.8680458068847656,0.8368764234599102,0.732853353023529,0.29179315395096855
25,2.8270037174224854,0.7217222871928515,0.8698546886444092,0.25529574915279235
26,2.7815818786621094,0.9889745664133623,0.7279919981956482,0.355543807089092
27,2.830456256866455,0.8936944407573367,0.7508514523506165,0.3157420726242405
28,2.8984181880950928,0.8905810435709641,0.5777814388275146,0.3072644037235602
29,2.883427381515503,0.8394967346408198,0.5805787444114685,0.29114533935453185
30,2.907973289489746,0.7263043882759843,0.6242430210113525,0.24976300199800833
1,2.795321464538574,0.6768659220429203,0.6941127777099609,0.2421423397942931
2,2.6873061656951904,0.6869147377213931,0.7162873148918152,0.2556145224074868
3,2.73136830329895,0.6761782824471074,0.596471905708313,0.24756018222450502
4,2.739596128463745,0.8473512570470858,0.6288643479347229,0.30929776069748105
5,2.7547202110290527,0.9166796690831118,0.6167953014373779,0.33276676616603146
6,2.738882303237915,0.7251012393470145,0.6029394865036011,0.2647433859229409
7,2.7641563415527344,0.6636213580642982,0.6602968573570251,0.24008089123158102
8,2.7713944911956787,0.6391955365948747,0.7753890752792358,0.23064031771196358
9,2.8096017837524414,0.9847735477539985,0.8403007984161377,0.35050276624468507
10,2.847144842147827,0.9163985704026677,0.6925874948501587,0.3218656932977328
11,2.9104762077331543,0.6505949872041156,0.7132382392883301,0.22353550320733692
12,2.8850302696228027,0.9735990141010575,0.999588668346405,0.3374656712917876
13,2.946580171585083,0.9308547498683636,0.8212996125221252,0.31591009908192
14,2.956022262573242,0.9242905582551494,0.8542700409889221,0.31268040747776354
15,2.8864667415618896,0.8068693248438216,0.9002702236175537,0.27953519563922735
16,2.836437225341797,0.6709178689184737,0.869249701499939,0.23653533608602623
17,2.911595344543457,0.9603304521793095,0.7277266979217529,0.3298295294191581
18,2.8092308044433594,0.7918832382642,0.8305205702781677,0.28188604337017653
19,2.910825252532959,0.9583168054302634,0.8093860745429993,0.3292250111446363
20,3.0320682525634766,0.8469748656755816,0.5278638601303101,0.2793388920650486
21,2.9150707721710205,0.7814587901841599,0.5352594256401062,0.26807531726814493
22,2.81720232963562,0.9756046171052146,0.6378146409988403,0.34630252166832426
23,2.7607181072235107,0.9401198726814551,0.7379197478294373,0.3405344173630708
24,2.815476655960083,0.737309976960116,0.706122636795044,0.26187740307556867
25,2.8691654205322266,0.7693965211469906,0.7576031684875488,0.26816029758366844
1,2.9355692863464355,0.6984084127712676,0.7222537398338318,0.2379123456929712
2,2.8249425888061523,0.9106197606144443,0.651448130607605,0.32234971495458453
3,2.77900767326355,0.9692144531962363,0.5954528450965881,0.3487626586130917
4,2.7645151615142822,0.9050582983800171,0.6927551031112671,0.3273839780644528
5,2.77670955657959,0.6692218454128448,0.7228027582168579,0.24101246124738554
6,2.8043808937072754,0.9463830557860855,0.6416182518005371,0.33746582728610003
7,2.844460964202881,0.6115331202986312,0.6630848050117493,0.21499078841435815
8,2.8323373794555664,0.8193673588165358,0.6538844108581543,0.28929006673773033
9,2.6888668537139893,0.8918057246269089,0.7912394404411316,0.3316658806401011
10,2.841714382171631,0.8303276593279781,0.7535430192947388,0.2921924076342382
11,2.8173043727874756,0.9343599434363538,0.7194930911064148,0.33165021884435864
12,2.808053731918335,0.8174437452406206,0.650057315826416,0.29110677080078856
13,2.7854905128479004,0.7199694705590212,0.665287435054779,0.2584712490554031
14,2.8462588787078857,0.9483024858965466,0.6709136962890625,0.3331749475831584
15,2.811062812805176,0.6768344999510392,0.6655346155166626,0.2407752171501302
16,2.8132760524749756,0.7477002655918352,0.620376706123352,0.2657755534365331
17,2.8385770320892334,0.6292447318857511,0.6294142007827759,0.22167603806283886
18,2.8505282402038574,0.8631528656186845,0.6620409488677979,0.3028044243310255
19,2.8270740509033203,0.8557106152596317,0.6743223071098328,0.30268408155142923
20,2.8299074172973633,0.8322536600420485,0.6626289486885071,0.29409208261123604
21,2.8632357120513916,0.8955585644067814,0.616064190864563,0.3127783884012686
22,2.827338218688965,0.9028855240180736,0.7278794050216675,0.3193410674070941
23,2.9640040397644043,0.8736002447860296,0.5907536745071411,0.29473642354382373
24,2.9618780612945557,0.8609028831692564,0.5610091686248779,0.29066105176927093
25,2.8845160007476807,0.7290618292765124,0.7195420265197754,0.25275005454553956
26,2.7787070274353027,0.8843834682963447,0.841815710067749,0.3182714626957819
27,2.82971453666687,0.9277216856359395,0.6566400527954102,0.32784980455268853
28,2.739553689956665,0.6899041136897697,0.7569385766983032,0.2518307505300004
29,2.743919849395752,0.7215726979089098,0.8517047762870789,0.2629713965939687
30,2.766260862350464,0.8317358549006069,0.7110843658447266,0.3006714101151254
31,2.816307783126831,0.964810867469855,0.8051306009292603,0.34257993059932346
32,2.6838817596435547,0.6116371802299622,0.7981235384941101,0.22789265962988392
33,2.698981761932373,0.7476509454446425,0.7695180177688599,0.2770121232302172
34,2.720961093902588,0.8064721537059936,0.717724621295929,0.296392278125895
35,2.7359964847564697,0.9302277629872804,0.6408763527870178,0.3399958399706203
36,2.7292349338531494,0.8173403649364374,0.7027247548103333,0.29947589169490085
37,2.7135214805603027,0.939449721852283,0.6491603255271912,0.3462104067987306
38,2.663654327392578,0.8755395174135685,0.7216330766677856,0.32869850254635763
39,2.704038143157959,0.645741883366384,0.6858569979667664,0.23880641114249668
40,2.7361185550689697,0.6368537120258665,0.6648606061935425,0.23275799876727726
41,2.7856197357177734,0.8986401277558267,0.6677677035331726,0.32259959736560234
42,2.731586456298828,0.8016862890195269,0.6711921095848083,0.29348732260828797
43,2.7279655933380127,0.8299138562774235,0.6623979210853577,0.3042243472864229
44,2.7459492683410645,0.6931608109192692,0.7192906141281128,0.25243021292517237
45,2.7642650604248047,0.7718042221069686,0.6755964159965515,0.27920764688922883
46,2.7135493755340576,0.6749144939873267,0.8255268335342407,0.24872009013449614
47,2.7793993949890137,0.8288129480425692,0.7249796986579895,0.29819847098562613
48,2.7504804134368896,0.6224514952426643,0.7155081033706665,0.22630638120359964
49,2.755580425262451,0.6298494897834004,0.6750900149345398,0.22857226573277953
50,2.7620668411254883,0.7523889742252439,0.6419182419776917,0.27240061341819183
51,2.724071741104126,0.7288866233599892,0.7505260109901428,0.2675723787994573
52,2.789055347442627,0.6006209488064126,0.6943809390068054,0.21534916257864087
53,2.7453248500823975,0.6840424270863215,0.6449395418167114,0.2491662062868751
54,2.758867025375366,0.9176598160516635,0.7037911415100098,0.33262186070926986
55,2.7791826725006104,0.939147832638134,0.7149093747138977,0.33792218986128475
56,2.773365020751953,0.8780893774891028,0.7143493294715881,0.3166150341926462
57,2.820643901824951,0.8604461902424774,0.6902406215667725,0.30505300035668104
58,2.7790706157684326,0.6361977781065388,0.7304352521896362,0.22892457124773505
59,2.739088296890259,0.9323700116244416,0.8208134770393372,0.3403941641051934
60,2.769991397857666,0.9344807413757141,0.7325913310050964,0.33735859423240616
61,2.797172784805298,0.9638230991575022,0.7568511962890625,0.3445703318088943
62,2.7919390201568604,0.6631653117449666,0.6735758185386658,0.23752849522451697
63,2.7717554569244385,0.9280496014782764,0.7046002149581909,0.33482364554786576
64,2.740823745727539,0.8769739714234047,0.7420048713684082,0.31996718242946837
65,2.7220211029052734,0.786808666006972,0.679589569568634,0.2890530040763423
66,2.7513344287872314,0.9398665570931696,0.6406018137931824,0.34160377075777193
67,2.7938308715820312,0.6534233495514563,0.7808495163917542,0.2338806984764798
68,2.850834608078003,0.7419772851309919,0.6448088884353638,0.2602665979857125
69,2.774010181427002,0.9042645523785316,0.7381235957145691,0.3259772557633893
70,2.723121166229248,0.9649412552331971,0.6350448131561279,0.35435107069374233
71,2.913245439529419,0.7028144813150096,0.5130221247673035,0.24124786416233848
72,2.943650245666504,0.8611285606688912,0.542879581451416,0.29253756263980035
73,2.865709066390991,0.9165498898585102,0.6062707304954529,0.3198334334683033
74,2.863417625427246,0.6473609536660483,0.5877103209495544,0.22607974534965405
75,2.952765464782715,0.6405728482831421,0.5280434489250183,0.216939895492304
76,2.8227803707122803,0.6867005215911122,0.6526270508766174,0.24327088477909115
77,2.8651785850524902,0.694592541662772,0.5404128432273865,0.24242548190920707
78,2.800804615020752,0.8254445824729283,0.6151405572891235,0.2947168407711195
79,2.8302972316741943,0.8014003534569578,0.6525193452835083,0.28315049788336577
1,3.584934711456299,0.825365774494749,2.3415615558624268,0.23023168082405104
2,3.5881056785583496,0.8959558692057863,2.4249353408813477,0.24970156951012634
3,3.7589566707611084,0.6882822985763073,2.4401230812072754,0.18310456218490612
4,3.675269842147827,0.9235186597201525,2.48895525932312,0.2512790755797601
5,3.700369358062744,0.8658302275185759,2.37626051902771,0.2339847484811937
1,1.831131935119629,0.6523493570565261,0.6921979188919067,0.3562545048177552
2,2.1415345668792725,0.6309301278719569,0.8654500246047974,0.2946157596585577
3,2.105983018875122,0.8459362342176451,1.0012820959091187,0.4016821716764444
4,2.1360719203948975,0.8596773089233425,1.0885599851608276,0.4024569108644536
1,1.8003085851669312,0.9969416737462979,0.7385880351066589,0.5537612430441279
2,1.7970030307769775,0.8313510967967225,0.7495222091674805,0.46263173735746604
3,1.6904839277267456,0.6620209281610859,0.7089174389839172,0.39161598976888173
4,1.6635191440582275,0.9859612183700727,0.6267812252044678,0.5926956892537404
5,1.588944435119629,0.8726125007833372,0.6470072865486145,0.5491771344040142
6,1.6144715547561646,0.650607674508185,0.7393536567687988,0.4029846605887004
7,1.638021469116211,0.8240685857730948,0.701445460319519,0.5030874736521277
8,1.6878538131713867,0.9037111447440247,0.5425169467926025,0.5354199530029488
9,1.6375313997268677,0.7936502844900685,0.6733909845352173,0.4846623398855775
10,1.650230884552002,0.7887003512593694,0.7203063368797302,0.4779330460418795
11,1.7593916654586792,0.7146540039811589,0.7429490685462952,0.4061935791887858
12,1.923688292503357,0.7788679580603572,0.7069809436798096,0.40488241063440766
13,1.7007766962051392,0.8105912956891375,0.7211284637451172,0.47660037963678004
1,2.915909767150879,0.6204403085497869,1.3451595306396484,0.2127775361095895
2,3.031035900115967,0.6755970358999599,1.421230435371399,0.222893042270159
3,3.0008599758148193,0.7237307508242786,1.4191263914108276,0.2411743685086128
4,2.974947690963745,0.9398999560159289,1.4675946235656738,0.3159382072271791
5,2.937931537628174,0.7878685864137303,1.407822847366333,0.2681710952593164
6,3.0099892616271973,0.8033261068836076,1.467917561531067,0.26688661326410085
7,2.972763776779175,0.6058315331910846,1.4365551471710205,0.20379396914392578
8,2.8868589401245117,0.7401104640356863,1.3616955280303955,0.25637214114508267
9,3.0017788410186768,0.6734044773552702,1.4452911615371704,0.22433506553456806
10,3.0003886222839355,0.7181438512953923,1.4277030229568481,0.23935019837481367
11,3.211676836013794,0.6140675059501767,1.5622731447219849,0.19119835092561235
12,3.3951475620269775,0.9143371319285212,1.6192876100540161,0.2693069582152959
13,3.27716326713562,0.8599438773576342,1.503464698791504,0.2624048742327041
14,2.992471218109131,0.6137975538242406,1.557447075843811,0.20511386876369533
15,3.22835373878479,0.8187338745226735,1.5635075569152832,0.2536071593020969
16,3.532022476196289,0.9046430463900464,1.5828830003738403,0.25612600043198913
17,3.3469066619873047,0.6551114980387944,1.5377062559127808,0.1957363525379743
18,2.97424578666687,0.7843908933545579,1.3873027563095093,0.2637275752875894
19,2.981903553009033,0.9745461221227343,1.4488182067871094,0.32682002552339307
20,2.951960802078247,0.9062494269600779,1.2762326002120972,0.3069990358012282
21,2.7212882041931152,0.7572978387029274,1.1811230182647705,0.2782864230439162
22,2.8026630878448486,0.6092868857917395,1.3435513973236084,0.21739561599059126
23,2.988043785095215,0.8914791844126078,1.5249707698822021,0.29834866895550916
24,3.0223679542541504,0.6319792702173196,1.4792944192886353,0.2091006358862223
25,2.9717330932617188,0.9956433283671272,1.3994554281234741,0.3350378254315237
26,3.003852128982544,0.8950590134030305,1.4637500047683716,0.29797029847001943
27,2.79485821723938,0.9265717582157433,1.3136680126190186,0.33152716691431916
28,2.8534717559814453,0.642322787593079,1.328062891960144,0.22510212731018472
29,2.931588649749756,0.7654871714080267,1.3731383085250854,0.26111675331960926
30,2.8767435550689697,0.8553053113754167,1.391732931137085,0.29731708707619703
31,2.9748082160949707,0.6097758580370791,1.510469913482666,0.204979820130291
32,3.0042171478271484,0.6725131179242534,1.546800136566162,0.22385628633881327
33,2.9334607124328613,0.9909499094159858,1.445373296737671,0.33780904833905034
34,2.861410140991211,0.7393260395393733,1.4291660785675049,0.2583781229296766
35,2.855695962905884,0.6353110150773581,1.290921926498413,0.22247143983753861
36,2.846963882446289,0.6070965312900848,1.306594967842102,0.21324342110199465
37,2.8771162033081055,0.7121972867907761,1.3177498579025269,0.24753850346169165
38,3.147275686264038,0.6479998345480791,1.4212253093719482,0.20589223609611668
39,3.186067819595337,0.7982083274493376,1.6078952550888062,0.2505307865731281
40,3.395298957824707,0.8947896043064145,1.5831983089447021,0.2635377184405487
41,3.340289354324341,0.9296480581932761,1.547966480255127,0.2783135475003703
42,3.204195499420166,0.6425032158725761,1.5139728784561157,0.20051929274276528
43,3.1985960006713867,0.770872689680365,1.5139580965042114,0.2410033803941411
44,3.1546716690063477,0.7960294597005947,1.448315143585205,0.2523334568183032
45,3.1123437881469727,0.739071034566791,1.463347315788269,0.2374643829248812
46,3.214421510696411,0.854915644105946,1.537974238395691,0.2659624368797513
47,3.28897762298584,0.8761402982205682,1.5330623388290405,0.26638674149398395
48,3.4037420749664307,0.6818678287814094,1.6015321016311646,0.20032881852815354
49,3.369983673095703,0.8546415954439273,1.598271131515503,0.2536040007145921
50,3.2006990909576416,0.7304456717851913,1.5207494497299194,0.22821434405828497
51,3.2890090942382812,0.7096225048752755,1.5128364562988281,0.21575564821719423
52,3.380486488342285,0.7096809932796888,1.5814377069473267,0.20993451261897744
53,3.45788836479187,0.8423610319666057,1.6109538078308105,0.24360554751794591
54,3.3902194499969482,0.7838920319580222,1.4894789457321167,0.23122155137691053
55,3.265662908554077,0.7017636299647357,1.4930305480957031,0.21489156557921857
56,3.326846122741699,0.6041775252342169,1.4941487312316895,0.1816066392423545
57,3.2286624908447266,0.9549514293599634,1.4881194829940796,0.29577298224725057
58,3.2340595722198486,0.7115186379944649,1.4662494659423828,0.22000782672604083
59,3.332231283187866,0.9635903892092446,1.6142839193344116,0.2891726348342682
60,3.2552058696746826,0.9320418124587444,1.629259705543518,0.28632337352860476
61,3.204728126525879,0.6727881048863068,1.5507575273513794,0.2099360283892854
62,3.2693612575531006,0.9228990672921398,1.556176781654358,0.2822871846519902
63,3.359780788421631,0.8862474114645946,1.5608654022216797,0.26378124154335
64,3.189741611480713,0.756470884984844,1.576318621635437,0.23715734374996547
65,3.296541690826416,0.7222695903524008,1.574455976486206,0.2190991162839556
66,3.262444496154785,0.6397168081901441,1.5859915018081665,0.19608505611638055
67,3.277402639389038,0.9550034386841306,1.6030398607254028,0.2913902417165067
68,3.3058032989501953,0.6537771056429058,1.5975637435913086,0.19776642732617955
69,3.144993543624878,0.9429857737564217,1.5218631029129028,0.29983701423836145
70,3.082728624343872,0.6349609638448023,1.456070065498352,0.20597361469218933
71,3.1172540187835693,0.7166342308137168,1.3997691869735718,0.22989271859232271
72,3.280245542526245,0.9855463698089368,1.510371208190918,0.3004488708491799
73,3.4218177795410156,0.6900002516535306,1.5808147192001343,0.20164722216706155
74,3.382986545562744,0.7372096890191504,1.5918354988098145,0.21791676117344944
75,3.4147095680236816,0.9896168730080199,1.547275185585022,0.28980988382297257
76,3.4188737869262695,0.654442288320026,1.5396448373794556,0.19142037339963558
77,3.323575973510742,0.952008804238506,1.4674245119094849,0.2864410277920795
78,3.2984228134155273,0.7148836000323165,1.4827975034713745,0.21673491354407015
1,3.221374273300171,0.612963651872016,1.1755772829055786,0.19028011326481037
2,3.289172649383545,0.7759681766474539,1.039069414138794,0.23591584372350952
3,3.1809849739074707,0.8816092194322229,1.0567281246185303,0.27714967203997715
4,3.2082035541534424,0.6798965858239205,1.1276689767837524,0.2119243253812183
5,3.06233286857605,0.6288087223413131,1.0969308614730835,0.2053364359757749
6,3.1431477069854736,0.8510259770774833,1.0296289920806885,0.27075587457447536
7,3.065101385116577,0.7283984351751406,1.1278921365737915,0.23764244832801462
8,3.149144411087036,0.869783560045668,1.0870165824890137,0.2761966967239637
9,3.155209541320801,0.6532528687156853,1.1657860279083252,0.2070393909251544
10,3.1423819065093994,0.7667474643741388,1.0620481967926025,0.24400192057620756
11,3.227280855178833,0.971910400668653,1.0121513605117798,0.3011544836435727
12,3.2204744815826416,0.621887454410341,1.0986334085464478,0.1931042350630554
13,3.1785669326782227,0.8531652295696475,1.1634082794189453,0.26841182810611847
14,3.129150390625,0.8299916046196028,1.192309856414795,0.2652449501504702
15,3.186897039413452,0.8979600350630748,1.228371024131775,0.2817661638237865
16,3.2052669525146484,0.8649986265687912,1.1772984266281128,0.2698678049334904
17,3.1338236331939697,0.8228228930912831,1.2129052877426147,0.2625618818538255
18,3.181480884552002,0.6898407549315452,1.2013765573501587,0.21683001191398724
19,3.1938061714172363,0.8078583406707823,1.1497642993927002,0.2529452460062888
20,3.274827241897583,0.7123261390674019,1.0555795431137085,0.21751557225323306
21,3.263458251953125,0.9297885302200806,1.0293858051300049,0.2849088830092234
22,3.210526943206787,0.8398326508112398,1.1460446119308472,0.26158708650652196
23,3.199976921081543,0.8172643159623415,1.1094454526901245,0.25539686089025226
24,3.1982738971710205,0.8250935958160833,1.156859040260315,0.2579808247708494
25,3.1629433631896973,0.6169417632487052,1.2628053426742554,0.19505299253084085
26,3.1255319118499756,0.6497469793623195,1.1718086004257202,0.20788358263606954
27,3.113818883895874,0.833833988793449,1.1583473682403564,0.26778491367014867
28,3.120230197906494,0.9277619112762887,1.1099010705947876,0.2973375536719095
29,3.157001495361328,0.6575387432113243,1.1783697605133057,0.2082794499457838
30,3.209120035171509,0.6084083281482626,1.1868900060653687,0.1895872176462633
31,3.252492666244507,0.6954265232079802,1.1651816368103027,0.21381333664853977
32,3.2830357551574707,0.8610721467902485,1.1771146059036255,0.2622791674316626
33,3.265535831451416,0.9951339149306654,1.2051442861557007,0.3047382302800007
34,3.1979010105133057,0.6166996666314412,1.1839171648025513,0.19284507924382982
35,3.1478071212768555,0.7920016336463682,1.0965508222579956,0.2516041649085987
